municipality,year,sex,age_group,population,education_level,unemployment_rate,employment_rate
Kommun_166,2022,Female,16-19,1484,Low,22.4,71.1
Kommun_166,2022,Female,20-24,1498,Medium,15.3,81.2
Kommun_166,2022,Male,16-19,1508,Low,20.2,73.8
Kommun_166,2022,Male,20-24,1449,High,11.6,82.7
Kommun_166,2023,Female,16-19,1513,Low,16.8,76.2
Kommun_166,2023,Female,20-24,1459,Low,14.4,85.5
Kommun_166,2023,Male,16-19,1498,Low,21.1,77.7
Kommun_166,2023,Male,20-24,1536,Medium,17.7,79.8
Kommun_167,2018,Female,16-19,1530,Low,20.5,79.4
Kommun_167,2018,Female,20-24,1486,Medium,12.1,81.3
Kommun_167,2018,Male,16-19,1562,Medium,11.4,82.6
Kommun_167,2018,Male,20-24,1486,Medium,15.4,79
Kommun_167,2019,Female,16-19,1478,High,13,81.6
Kommun_167,2019,Female,20-24,1535,Medium,13.4,81.4
Kommun_167,2019,Male,16-19,1502,Low,17.6,81
Kommun_167,2019,Male,20-24,1433,Medium,16.4,76.4
Kommun_167,2020,Female,16-19,1474,Low,18.5,76.2
Kommun_167,2020,Female,20-24,1491,Low,17.3,76.6
Kommun_167,2020,Male,16-19,1547,Medium,11.4,81.8
Kommun_167,2020,Male,20-24,1538,High,5,91.9
Kommun_167,2021,Female,16-19,1503,Low,21.7,75.6
Kommun_167,2021,Female,20-24,1440,Low,18.5,78.4
Kommun_167,2021,Male,16-19,1498,Low,14.3,79.2
Kommun_167,2021,Male,20-24,1461,Medium,12.1,79.1
Kommun_167,2022,Female,16-19,1525,Low,18.2,71.9
Kommun_167,2022,Female,20-24,1506,Medium,11.1,82.7
Kommun_167,2022,Male,16-19,1488,Low,23.2,71.9
Kommun_167,2022,Male,20-24,1533,Low,20.4,74.7
Kommun_167,2023,Female,16-19,1633,Low,14.3,76.8
Kommun_167,2023,Female,20-24,1498,Medium,10.1,85.3
Kommun_167,2023,Male,16-19,1530,Low,18.4,74.5
Kommun_167,2023,Male,20-24,1462,Medium,11.8,82.1
Kommun_168,2018,Female,16-19,1470,Medium,10.3,81.8
Kommun_168,2018,Female,20-24,1577,High,10.9,84.6
Kommun_168,2018,Male,16-19,1498,High,7.6,86.8
Kommun_168,2018,Male,20-24,1495,Low,20,75.2
Kommun_168,2019,Female,16-19,1467,High,5.7,93.4
Kommun_168,2019,Female,20-24,1474,Medium,9,86.4
Kommun_168,2019,Male,16-19,1536,Medium,14.6,81.5
Kommun_168,2019,Male,20-24,1500,Low,18.8,81
Kommun_168,2020,Female,16-19,1485,High,10.3,86
Kommun_168,2020,Female,20-24,1516,Low,18.6,73.6
Kommun_168,2020,Male,16-19,1488,Medium,15.1,78.2
Kommun_168,2020,Male,20-24,1472,Low,16.3,76.3
Kommun_168,2021,Female,16-19,1499,Low,21.6,73.5
Kommun_168,2021,Female,20-24,1427,High,9.9,88.1
Kommun_168,2021,Male,16-19,1514,High,11.5,83.2
Kommun_168,2021,Male,20-24,1486,High,13.1,82.1
Kommun_168,2022,Female,16-19,1528,Medium,5.1,91.6
Kommun_168,2022,Female,20-24,1505,Medium,7.9,86.8
Kommun_168,2022,Male,16-19,1524,Low,15.3,79.7
Kommun_168,2022,Male,20-24,1541,Low,19,74.4
Kommun_168,2023,Female,16-19,1547,Medium,16.4,74.3
Kommun_168,2023,Female,20-24,1525,High,6,94.2
Kommun_168,2023,Male,16-19,1496,Low,13.6,79.8
Kommun_168,2023,Male,20-24,1530,Low,15.8,81.4
Kommun_169,2018,Female,16-19,1522,Low,20.1,75
Kommun_169,2018,Female,20-24,1497,Medium,15.9,79.8
Kommun_169,2018,Male,16-19,1492,High,7.7,89.5
Kommun_169,2018,Male,20-24,1438,Medium,12.5,82.1
Kommun_169,2019,Female,16-19,1523,Low,19,75.6
Kommun_169,2019,Female,20-24,1481,Low,16.8,80.8
Kommun_169,2019,Male,16-19,1536,Low,16.4,77.9
Kommun_169,2019,Male,20-24,1525,Medium,9.9,87
Kommun_169,2020,Female,16-19,1550,Medium,14.6,81.4
Kommun_169,2020,Female,20-24,1505,High,9.3,84.2
Kommun_169,2020,Male,16-19,1512,Medium,12.3,80.9
Kommun_169,2020,Male,20-24,1547,Medium,13.4,84.5
Kommun_169,2021,Female,16-19,1506,Low,15.9,79.3
Kommun_169,2021,Female,20-24,1531,Low,19.9,73.8
Kommun_169,2021,Male,16-19,1527,High,9.1,84.9
Kommun_169,2021,Male,20-24,1571,Low,15.5,81.7
Kommun_169,2022,Female,16-19,1491,High,10.4,82.5
Kommun_169,2022,Female,20-24,1526,Low,21.5,73.2
Kommun_169,2022,Male,16-19,1462,Medium,13,84.9
Kommun_169,2022,Male,20-24,1394,Low,19.1,75.6
Kommun_169,2023,Female,16-19,1468,Low,16.5,82.5
Kommun_169,2023,Female,20-24,1533,Medium,7.4,87
Kommun_169,2023,Male,16-19,1460,High,10.3,87.2
Kommun_169,2023,Male,20-24,1495,Low,17,77.6
Kommun_17,2018,Female,16-19,1494,Medium,9.8,84.4
Kommun_17,2018,Female,20-24,1519,Medium,10,89.1
Kommun_17,2018,Male,16-19,1491,Medium,12.9,79.2
Kommun_17,2018,Male,20-24,1492,Medium,10.3,86.7
Kommun_17,2019,Female,16-19,1480,Low,18.5,75.7
Kommun_17,2019,Female,20-24,1498,High,7.1,87.4
Kommun_17,2019,Male,16-19,1516,Low,18,75.5
Kommun_17,2019,Male,20-24,1473,Medium,7.4,89.5
Kommun_17,2020,Female,16-19,1541,Medium,11,87
Kommun_17,2020,Female,20-24,1464,Medium,9,86.1
Kommun_17,2020,Male,16-19,1519,Low,13.9,82.5
Kommun_17,2020,Male,20-24,1495,Medium,9.5,85.4
Kommun_17,2021,Female,16-19,1497,Low,14.4,80.5
Kommun_17,2021,Female,20-24,1512,High,7.8,84.5
Kommun_17,2021,Male,16-19,1492,High,10,87
Kommun_17,2021,Male,20-24,1554,Medium,12.8,83.1
Kommun_17,2022,Female,16-19,1476,High,6.8,90.4
Kommun_17,2022,Female,20-24,1483,High,8.6,86.8
Kommun_17,2022,Male,16-19,1466,High,7.9,90.5
Kommun_17,2022,Male,20-24,1486,Low,19.4,76.8
Kommun_17,2023,Female,16-19,1442,Medium,12.9,82.1
Kommun_17,2023,Female,20-24,1496,High,8.7,83.2
Kommun_17,2023,Male,16-19,1494,Low,20.6,74.9
Kommun_17,2023,Male,20-24,1518,Low,21.7,72
Kommun_170,2018,Female,16-19,1505,High,11,81.9
Kommun_170,2018,Female,20-24,1502,Low,17.2,77.1
Kommun_170,2018,Male,16-19,1458,Low,19.3,75.3
Kommun_170,2018,Male,20-24,1518,Low,10.5,83.8
Kommun_170,2019,Female,16-19,1531,Low,19.6,72.5
Kommun_170,2019,Female,20-24,1498,Low,19.2,76.9
Kommun_170,2019,Male,16-19,1525,High,7.4,89.7
Kommun_170,2019,Male,20-24,1498,Low,17,77.1
Kommun_170,2020,Female,16-19,1454,High,7.6,85.4
Kommun_170,2020,Female,20-24,1521,Low,13.8,83.4
Kommun_170,2020,Male,16-19,1474,High,3.9,88.1
Kommun_170,2020,Male,20-24,1503,Low,18.2,80
Kommun_170,2021,Female,16-19,1544,Low,24,72
Kommun_170,2021,Female,20-24,1544,High,4.9,90.3
Kommun_170,2021,Male,16-19,1497,Low,14.2,78.4
Kommun_170,2021,Male,20-24,1453,Medium,15.9,79.5
Kommun_170,2022,Female,16-19,1443,Low,19.7,78
Kommun_170,2022,Female,20-24,1512,Medium,12.4,82.9
Kommun_170,2022,Male,16-19,1561,Low,17.6,77.5
Kommun_170,2022,Male,20-24,1528,Medium,15.7,78.9
Kommun_170,2023,Female,16-19,1507,Medium,8.8,86
Kommun_170,2023,Female,20-24,1488,High,13.2,83
Kommun_170,2023,Male,16-19,1479,Medium,12.5,80.6
Kommun_170,2023,Male,20-24,1507,High,11,82.8
Kommun_171,2018,Female,16-19,1463,Low,20.8,75.1
Kommun_171,2018,Female,20-24,1592,Low,15.3,76.9
Kommun_171,2018,Male,16-19,1545,Medium,10.8,80.4
Kommun_171,2018,Male,20-24,1512,Low,15.5,79
Kommun_171,2019,Female,16-19,1593,Medium,11,81.3
Kommun_171,2019,Female,20-24,1494,Medium,12.1,83.9
Kommun_171,2019,Male,16-19,1515,Medium,4.4,88
Kommun_171,2019,Male,20-24,1482,Medium,10.2,85.5
Kommun_171,2020,Female,16-19,1522,Medium,9.7,85.7
Kommun_171,2020,Female,20-24,1501,Medium,11.2,84.7
Kommun_171,2020,Male,16-19,1523,Medium,11.7,85.8
Kommun_171,2020,Male,20-24,1447,High,8.9,84
Kommun_171,2021,Female,16-19,1470,Low,16.1,80.1
Kommun_171,2021,Female,20-24,1512,Medium,15.1,79.3
Kommun_171,2021,Male,16-19,1516,Low,19.5,77.5
Kommun_171,2021,Male,20-24,1493,Medium,17.1,80.8
Kommun_171,2022,Female,16-19,1512,Medium,13.4,84.7
Kommun_171,2022,Female,20-24,1545,Low,15.6,79.1
Kommun_171,2022,Male,16-19,1524,Low,14.1,79.1
Kommun_171,2022,Male,20-24,1492,Low,17.1,77.9
Kommun_171,2023,Female,16-19,1524,Low,19.5,75.4
Kommun_171,2023,Female,20-24,1529,Medium,11.7,82.7
Kommun_171,2023,Male,16-19,1479,High,17.1,75.6
Kommun_171,2023,Male,20-24,1517,Medium,10.9,82
Kommun_172,2018,Female,16-19,1502,High,7.8,86.4
Kommun_172,2018,Female,20-24,1464,High,5,88.2
Kommun_172,2018,Male,16-19,1505,Low,20,70.4
Kommun_172,2018,Male,20-24,1484,Medium,12.2,83.5
Kommun_172,2019,Female,16-19,1452,Medium,13.7,83.9
Kommun_172,2019,Female,20-24,1545,Low,18.1,75.9
Kommun_172,2019,Male,16-19,1508,High,13.1,79.8
Kommun_172,2019,Male,20-24,1444,Medium,11.9,83.4
Kommun_172,2020,Female,16-19,1473,High,8.1,88.7
Kommun_172,2020,Female,20-24,1451,Medium,10.5,85.4
Kommun_172,2020,Male,16-19,1451,Low,19.8,74.9
Kommun_172,2020,Male,20-24,1472,High,3.8,91.3
Kommun_172,2021,Female,16-19,1491,Medium,12.3,80.9
Kommun_172,2021,Female,20-24,1508,Medium,13.3,79.4
Kommun_172,2021,Male,16-19,1519,Medium,15.7,79
Kommun_172,2021,Male,20-24,1540,Medium,10.8,83.7
Kommun_172,2022,Female,16-19,1466,High,7.3,86.2
Kommun_172,2022,Female,20-24,1541,Medium,11.9,80.6
Kommun_172,2022,Male,16-19,1506,Low,17.8,84.2
Kommun_172,2022,Male,20-24,1496,Low,15.2,80.8
Kommun_172,2023,Female,16-19,1499,Low,18.1,78
Kommun_172,2023,Female,20-24,1471,Low,16.6,79.1
Kommun_172,2023,Male,16-19,1516,Medium,15.7,79.6
Kommun_172,2023,Male,20-24,1513,Medium,7.3,87.2
Kommun_173,2018,Female,16-19,1541,High,10.3,84.7
Kommun_173,2018,Female,20-24,1531,Medium,9.1,86.3
Kommun_173,2018,Male,16-19,1512,Low,23.9,73.7
Kommun_173,2018,Male,20-24,1483,Medium,13.3,84.1
Kommun_173,2019,Female,16-19,1516,Medium,9.8,83.7
Kommun_173,2019,Female,20-24,1464,Medium,11,83
Kommun_173,2019,Male,16-19,1528,Medium,9.1,85.2
Kommun_173,2019,Male,20-24,1532,Medium,8.7,85.9
Kommun_173,2020,Female,16-19,1471,Low,17.9,78
Kommun_173,2020,Female,20-24,1527,Low,22.2,72.6
Kommun_173,2020,Male,16-19,1506,Medium,8.6,90.1
Kommun_173,2020,Male,20-24,1508,Medium,15.6,82.4
Kommun_173,2021,Female,16-19,1527,Low,21.5,75.3
Kommun_173,2021,Female,20-24,1485,Low,15.8,77.4
Kommun_173,2021,Male,16-19,1501,Low,20.8,73.8
Kommun_173,2021,Male,20-24,1420,Low,19.4,76.5
Kommun_173,2022,Female,16-19,1503,High,5.8,89.8
Kommun_173,2022,Female,20-24,1474,Low,18.2,75.7
Kommun_173,2022,Male,16-19,1439,High,13,83.6
Kommun_173,2022,Male,20-24,1503,Medium,11.1,85.7
Kommun_173,2023,Female,16-19,1484,Low,18.5,78.3
Kommun_173,2023,Female,20-24,1537,Low,17.8,77.6
Kommun_173,2023,Male,16-19,1551,Medium,10.5,84.6
Kommun_173,2023,Male,20-24,1527,Medium,13.1,81.8
Kommun_174,2018,Female,16-19,1457,Medium,14.7,80.9
Kommun_174,2018,Female,20-24,1545,Low,14.6,80.9
Kommun_174,2018,Male,16-19,1457,Low,13.7,81.9
Kommun_174,2018,Male,20-24,1464,Low,18.5,72
Kommun_174,2019,Female,16-19,1487,Medium,11.4,87.1
Kommun_174,2019,Female,20-24,1471,Low,13.1,82.9
Kommun_174,2019,Male,16-19,1464,Low,13.1,80
Kommun_174,2019,Male,20-24,1522,Medium,11.2,83.1
Kommun_174,2020,Female,16-19,1490,Medium,7.6,91.8
Kommun_174,2020,Female,20-24,1526,Low,15.9,78.6
Kommun_174,2020,Male,16-19,1505,Medium,12.2,84.6
Kommun_174,2020,Male,20-24,1511,Medium,14.7,82
Kommun_174,2021,Female,16-19,1466,Medium,12.1,82.8
Kommun_174,2021,Female,20-24,1476,Low,19.9,75.9
Kommun_174,2021,Male,16-19,1498,High,4.7,93.3
Kommun_174,2021,Male,20-24,1409,Low,18,78.4
Kommun_174,2022,Female,16-19,1420,Medium,10.1,80.6
Kommun_174,2022,Female,20-24,1444,Medium,14.4,77.9
Kommun_174,2022,Male,16-19,1512,Low,14.5,80.4
Kommun_174,2022,Male,20-24,1508,Low,19.5,71.4
Kommun_174,2023,Female,16-19,1537,Medium,14.8,81.5
Kommun_174,2023,Female,20-24,1498,Low,17.5,77.5
Kommun_174,2023,Male,16-19,1510,Medium,13.5,84.1
Kommun_174,2023,Male,20-24,1442,Low,17.4,75
Kommun_175,2018,Female,16-19,1534,Low,12.9,85
Kommun_175,2018,Female,20-24,1468,Low,20.4,72
Kommun_175,2018,Male,16-19,1507,Low,19.9,73.6
Kommun_175,2018,Male,20-24,1439,Medium,6.4,91.7
Kommun_175,2019,Female,16-19,1463,Low,13.9,83.7
Kommun_175,2019,Female,20-24,1520,Medium,14,83
Kommun_175,2019,Male,16-19,1501,Medium,7.5,87.6
Kommun_175,2019,Male,20-24,1445,Medium,8,85.7
Kommun_175,2020,Female,16-19,1484,Medium,10.2,84.8
Kommun_175,2020,Female,20-24,1515,Low,14.4,83.5
Kommun_175,2020,Male,16-19,1565,Medium,12,82.6
Kommun_175,2020,Male,20-24,1505,Low,16.6,80.1
Kommun_175,2021,Female,16-19,1477,Medium,14.4,77.2
Kommun_175,2021,Female,20-24,1482,Medium,12.8,86.3
Kommun_175,2021,Male,16-19,1507,Medium,17.8,75.8
Kommun_175,2021,Male,20-24,1603,Medium,16.9,76.9
Kommun_175,2022,Female,16-19,1533,Low,16.3,80.3
Kommun_175,2022,Female,20-24,1543,Medium,12.3,83.9
Kommun_175,2022,Male,16-19,1513,Low,15.9,77.2
Kommun_175,2022,Male,20-24,1484,Medium,11.1,80.8
Kommun_175,2023,Female,16-19,1471,Medium,7.4,88.4
Kommun_175,2023,Female,20-24,1464,Low,14.2,82.1
Kommun_175,2023,Male,16-19,1418,Low,12.7,81.1
Kommun_175,2023,Male,20-24,1429,Medium,10.2,85.2
Kommun_176,2018,Female,16-19,1563,Medium,10.1,87.4
Kommun_176,2018,Female,20-24,1513,Low,16,78.6
Kommun_176,2018,Male,16-19,1473,Medium,12.7,80.2
Kommun_176,2018,Male,20-24,1492,Medium,10.8,85.6
Kommun_176,2019,Female,16-19,1443,Low,17.9,77.4
Kommun_176,2019,Female,20-24,1538,High,5.9,89.5
Kommun_176,2019,Male,16-19,1531,Low,15,77.1
Kommun_176,2019,Male,20-24,1456,Low,15.6,81.7
Kommun_176,2020,Female,16-19,1525,Low,18.5,75.6
Kommun_176,2020,Female,20-24,1547,Medium,9.4,84.4
Kommun_176,2020,Male,16-19,1526,Low,16.9,83.2
Kommun_176,2020,Male,20-24,1500,Low,22.8,71.3
Kommun_176,2021,Female,16-19,1480,Medium,8.7,87.5
Kommun_176,2021,Female,20-24,1520,Low,18.7,71.9
Kommun_176,2021,Male,16-19,1495,High,3,90.9
Kommun_176,2021,Male,20-24,1575,Low,15.7,78.1
Kommun_176,2022,Female,16-19,1498,Low,17.1,77.4
Kommun_176,2022,Female,20-24,1505,Low,15.5,79.9
Kommun_176,2022,Male,16-19,1483,High,8,89.5
Kommun_176,2022,Male,20-24,1564,Low,16,76.9
Kommun_176,2023,Female,16-19,1506,High,8.7,87
Kommun_176,2023,Female,20-24,1575,Low,20.1,74.5
Kommun_176,2023,Male,16-19,1559,Low,22,71.7
Kommun_176,2023,Male,20-24,1578,High,7.9,85.5
Kommun_177,2018,Female,16-19,1431,High,9.3,87.3
Kommun_177,2018,Female,20-24,1481,Medium,11,83.3
Kommun_177,2018,Male,16-19,1490,Low,20.3,71
Kommun_177,2018,Male,20-24,1500,Low,17.9,76.1
Kommun_177,2019,Female,16-19,1489,Low,24,70.7
Kommun_177,2019,Female,20-24,1550,Low,14.1,80.9
Kommun_177,2019,Male,16-19,1478,Medium,15.7,80
Kommun_177,2019,Male,20-24,1550,Medium,5.9,89.3
Kommun_177,2020,Female,16-19,1529,Medium,9.8,83
Kommun_177,2020,Female,20-24,1464,Low,18.4,77.7
Kommun_177,2020,Male,16-19,1493,Medium,12.8,82.4
Kommun_177,2020,Male,20-24,1519,Low,16.5,80.6
Kommun_177,2021,Female,16-19,1549,Low,18.1,78
Kommun_177,2021,Female,20-24,1518,Low,23.6,68.6
Kommun_177,2021,Male,16-19,1511,Medium,17.5,77.4
Kommun_177,2021,Male,20-24,1513,Medium,10.9,85.9
Kommun_177,2022,Female,16-19,1561,Low,12.1,79.5
Kommun_177,2022,Female,20-24,1469,Low,18.8,73.3
Kommun_177,2022,Male,16-19,1518,Low,18.1,76.2
Kommun_177,2022,Male,20-24,1519,Medium,12.4,82.6
Kommun_177,2023,Female,16-19,1442,Medium,8.5,85.4
Kommun_177,2023,Female,20-24,1513,Low,19.3,74.1
Kommun_177,2023,Male,16-19,1517,High,6.9,87.4
Kommun_177,2023,Male,20-24,1558,Low,19,75.3
Kommun_178,2018,Female,16-19,1534,Low,18.2,79.5
Kommun_178,2018,Female,20-24,1508,Medium,12.8,78.7
Kommun_178,2018,Male,16-19,1503,Medium,12.6,83.5
Kommun_178,2018,Male,20-24,1530,Medium,19.3,76.2
Kommun_178,2019,Female,16-19,1480,High,4.6,89
Kommun_178,2019,Female,20-24,1484,Medium,9.1,82.2
Kommun_178,2019,Male,16-19,1496,High,3.2,94.2
Kommun_178,2019,Male,20-24,1514,Low,19,74.2
Kommun_178,2020,Female,16-19,1465,Medium,16.3,78.9
Kommun_178,2020,Female,20-24,1528,Low,18,77.2
Kommun_178,2020,Male,16-19,1506,Low,17.1,78.6
Kommun_178,2020,Male,20-24,1570,High,10.9,90.1
Kommun_178,2021,Female,16-19,1456,Low,16.6,80.8
Kommun_178,2021,Female,20-24,1419,Low,20.8,74.1
Kommun_178,2021,Male,16-19,1436,Medium,8.6,83.4
Kommun_178,2021,Male,20-24,1489,Medium,14.2,78.1
Kommun_178,2022,Female,16-19,1481,High,6.5,86.9
Kommun_178,2022,Female,20-24,1505,Medium,8.8,87
Kommun_178,2022,Male,16-19,1471,Medium,8.5,86.9
Kommun_178,2022,Male,20-24,1510,Low,20.4,72.3
Kommun_178,2023,Female,16-19,1515,Low,14.8,78.6
Kommun_178,2023,Female,20-24,1450,Low,18.7,76.1
Kommun_178,2023,Male,16-19,1479,Low,14.2,80
Kommun_178,2023,Male,20-24,1424,Low,15.8,79.1
Kommun_179,2018,Female,16-19,1502,High,8.6,89.2
Kommun_179,2018,Female,20-24,1525,Low,14.9,78.7
Kommun_179,2018,Male,16-19,1436,High,9.8,82.8
Kommun_179,2018,Male,20-24,1520,High,7.8,87.6
Kommun_179,2019,Female,16-19,1490,Low,21.3,74.2
Kommun_179,2019,Female,20-24,1513,Medium,12.7,83.4
Kommun_179,2019,Male,16-19,1439,Medium,9.6,86.6
Kommun_179,2019,Male,20-24,1438,High,7.9,87.2
Kommun_179,2020,Female,16-19,1476,Low,15.1,78.2
Kommun_179,2020,Female,20-24,1422,Medium,13.1,79.8
Kommun_179,2020,Male,16-19,1469,Medium,7.7,88.4
Kommun_179,2020,Male,20-24,1489,Medium,16,81.6
Kommun_179,2021,Female,16-19,1542,Medium,13.4,77.3
Kommun_179,2021,Female,20-24,1497,Medium,11.8,86
Kommun_179,2021,Male,16-19,1446,Medium,15.1,82
Kommun_179,2021,Male,20-24,1553,Medium,11.8,86.7
Kommun_179,2022,Female,16-19,1592,Medium,9.3,85.3
Kommun_179,2022,Female,20-24,1497,Medium,12.3,82.6
Kommun_179,2022,Male,16-19,1460,Medium,8.8,87
Kommun_179,2022,Male,20-24,1515,Low,19,76.1
Kommun_179,2023,Female,16-19,1505,Low,15.7,80.1
Kommun_179,2023,Female,20-24,1544,Medium,11.6,84.8
Kommun_179,2023,Male,16-19,1528,Medium,9.8,85.2
Kommun_179,2023,Male,20-24,1523,Low,24.6,68.4
Kommun_18,2018,Female,16-19,1548,Medium,10,83.1
Kommun_18,2018,Female,20-24,1522,Medium,10.3,77.8
Kommun_18,2018,Male,16-19,1523,Medium,10.5,84.5
Kommun_18,2018,Male,20-24,1514,Medium,11.4,82.9
Kommun_18,2019,Female,16-19,1510,High,5.4,90.2
Kommun_18,2019,Female,20-24,1472,Low,16.6,76
Kommun_18,2019,Male,16-19,1488,Medium,15.7,76.6
Kommun_18,2019,Male,20-24,1592,Medium,12,82.3
Kommun_18,2020,Female,16-19,1530,Low,17,79.2
Kommun_18,2020,Female,20-24,1551,Low,18.6,79.3
Kommun_18,2020,Male,16-19,1533,Medium,10.1,91.4
Kommun_18,2020,Male,20-24,1492,Medium,11.9,84.8
Kommun_18,2021,Female,16-19,1551,High,9,88.4
Kommun_18,2021,Female,20-24,1528,High,7.2,85.1
Kommun_18,2021,Male,16-19,1444,Medium,15.8,79.7
Kommun_18,2021,Male,20-24,1521,Medium,11.1,84.1
Kommun_18,2022,Female,16-19,1489,Medium,17.7,79.4
Kommun_18,2022,Female,20-24,1508,Medium,6.9,88.6
Kommun_18,2022,Male,16-19,1452,High,9.1,87.5
Kommun_18,2022,Male,20-24,1522,High,3.9,92.8
Kommun_18,2023,Female,16-19,1518,Medium,13.4,80
Kommun_18,2023,Female,20-24,1552,Medium,11.4,80.9
Kommun_18,2023,Male,16-19,1508,High,9.7,85.1
Kommun_18,2023,Male,20-24,1580,Medium,12.5,81.8
Kommun_180,2018,Female,16-19,1504,High,9.5,87.1
Kommun_180,2018,Female,20-24,1523,Medium,12.8,80.6
Kommun_180,2018,Male,16-19,1540,Medium,8,85.5
Kommun_180,2018,Male,20-24,1490,Medium,13.3,85.3
Kommun_180,2019,Female,16-19,1450,Low,16.8,76.4
Kommun_180,2019,Female,20-24,1512,Medium,6.1,91.2
Kommun_180,2019,Male,16-19,1478,Low,22.7,70.3
Kommun_180,2019,Male,20-24,1510,Low,17.2,78.9
Kommun_180,2020,Female,16-19,1550,Medium,14.8,79.6
Kommun_180,2020,Female,20-24,1469,Medium,10.1,86.5
Kommun_180,2020,Male,16-19,1369,High,6.3,90.3
Kommun_180,2020,Male,20-24,1521,Low,14.6,80.8
Kommun_180,2021,Female,16-19,1547,Medium,5,86.4
Kommun_180,2021,Female,20-24,1496,Low,19.3,74.6
Kommun_180,2021,Male,16-19,1516,High,6,88.7
Kommun_180,2021,Male,20-24,1500,High,3,93.3
Kommun_180,2022,Female,16-19,1486,High,10.7,86.3
Kommun_180,2022,Female,20-24,1461,Medium,18,76.4
Kommun_180,2022,Male,16-19,1515,Medium,11.2,82.4
Kommun_180,2022,Male,20-24,1549,Low,15.8,80.5
Kommun_180,2023,Female,16-19,1544,Medium,14.8,79.8
Kommun_180,2023,Female,20-24,1518,Medium,12.1,85.6
Kommun_180,2023,Male,16-19,1540,Medium,16.1,79.6
Kommun_180,2023,Male,20-24,1487,High,11,82.6
Kommun_181,2018,Female,16-19,1474,High,9.9,84.3
Kommun_181,2018,Female,20-24,1537,High,11.2,86.9
Kommun_181,2018,Male,16-19,1499,Medium,12.7,80.5
Kommun_181,2018,Male,20-24,1486,Low,13,79.1
Kommun_181,2019,Female,16-19,1507,Low,20.8,74.3
Kommun_181,2019,Female,20-24,1472,Medium,13,79.2
Kommun_181,2019,Male,16-19,1371,High,5.7,88.6
Kommun_181,2019,Male,20-24,1565,Low,16.5,81.6
Kommun_181,2020,Female,16-19,1505,Medium,11.4,81.4
Kommun_181,2020,Female,20-24,1488,Medium,10.5,84
Kommun_181,2020,Male,16-19,1525,Medium,14.4,79.7
Kommun_181,2020,Male,20-24,1461,Medium,13,80.3
Kommun_181,2021,Female,16-19,1467,Medium,11.5,82.1
Kommun_181,2021,Female,20-24,1465,Low,18.1,76.3
Kommun_181,2021,Male,16-19,1539,Medium,8.2,88
Kommun_181,2021,Male,20-24,1521,Low,20.8,76.6
Kommun_181,2022,Female,16-19,1513,Medium,13.4,82.1
Kommun_181,2022,Female,20-24,1540,Low,14.8,83.4
Kommun_181,2022,Male,16-19,1444,High,6.1,90.1
Kommun_181,2022,Male,20-24,1494,Low,15.2,81.5
Kommun_181,2023,Female,16-19,1470,Low,15.5,78.5
Kommun_181,2023,Female,20-24,1532,Low,14.4,80.5
Kommun_181,2023,Male,16-19,1527,Medium,8.4,88.8
Kommun_181,2023,Male,20-24,1468,Medium,9.9,86.9
Kommun_182,2018,Female,16-19,1537,High,8.3,91.1
Kommun_182,2018,Female,20-24,1503,Medium,21.6,76
Kommun_182,2018,Male,16-19,1469,Medium,16.3,79
Kommun_182,2018,Male,20-24,1430,Medium,12.8,80.2
Kommun_182,2019,Female,16-19,1519,Low,17.1,77.5
Kommun_182,2019,Female,20-24,1472,Medium,11.3,82.2
Kommun_182,2019,Male,16-19,1448,Medium,19.3,77.3
Kommun_182,2019,Male,20-24,1482,High,10,85.7
Kommun_182,2020,Female,16-19,1404,High,13.8,81.9
Kommun_182,2020,Female,20-24,1563,Low,15,79.2
Kommun_182,2020,Male,16-19,1501,High,10.6,84.5
Kommun_182,2020,Male,20-24,1450,Low,15.9,76.5
Kommun_182,2021,Female,16-19,1557,Medium,18.5,76.7
Kommun_182,2021,Female,20-24,1583,Low,15.9,75.8
Kommun_182,2021,Male,16-19,1397,Low,15.7,76.1
Kommun_182,2021,Male,20-24,1483,High,3,93.7
Kommun_182,2022,Female,16-19,1513,Low,18.4,73.8
Kommun_182,2022,Female,20-24,1548,High,3.8,88.7
Kommun_182,2022,Male,16-19,1425,Medium,12.3,83.1
Kommun_182,2022,Male,20-24,1474,Medium,11.4,81
Kommun_182,2023,Female,16-19,1547,High,8.9,85.6
Kommun_182,2023,Female,20-24,1455,High,8,86.4
Kommun_182,2023,Male,16-19,1433,Medium,9.4,83.8
Kommun_182,2023,Male,20-24,1477,Low,18.2,74.7
Kommun_183,2018,Female,16-19,1524,High,12.9,80.7
Kommun_183,2018,Female,20-24,1490,Medium,13.3,81.9
Kommun_183,2018,Male,16-19,1460,Medium,18.9,77.9
Kommun_183,2018,Male,20-24,1446,Low,14.5,83.7
Kommun_183,2019,Female,16-19,1546,Low,18,76.1
Kommun_183,2019,Female,20-24,1482,Medium,11.4,86.4
Kommun_183,2019,Male,16-19,1474,Medium,7.7,88.1
Kommun_183,2019,Male,20-24,1457,Low,17.8,78
Kommun_183,2020,Female,16-19,1530,Medium,10.3,85
Kommun_183,2020,Female,20-24,1503,Medium,10.5,84.2
Kommun_183,2020,Male,16-19,1548,Low,15.5,82.1
Kommun_183,2020,Male,20-24,1521,Low,21.7,73.6
Kommun_183,2021,Female,16-19,1491,Medium,14.4,78.5
